arabic_text,translation,transliteration,etymology
أَتْرَابًۭا,equals in age,atrāban,
أَتْرَابًۭا,well-matched,atrāban,
أَتْرَابٌ,well-matched,atrābun,
أَتْقَنَ,perfected,atqana,
أَتْقَىٰكُمْ ۚ,(is the) most righteous of you,atqākum,
أَتْلُ,I will recite,atlu,
أَتْلُوَا۟,I recite,atluwā,
أَتْمَمْتَ,you complete,atmamta,
أَتْمِمْ,Perfect,atmim,
أَثَامًۭا,a penalty,athāman,
أَثَرِ,(the) track,athari,
أَثَرِ,(the) trace,athari,
أَثَرِى,my tracks,atharī,
أَثَـٰثًۭا,(is) furnishing,athāthan,
أَثَـٰثًۭا,(in) possessions,athāthan,
أَثَـٰرَةٍۢ,a trace,athāratin,
أَثُمَّ,Is (it) then,athumma,
أَثِيمًۭا,(and) sinful,athīman,
أَثِيمٍ,sinner,athīmin,
أَثِيمٍ,sinful,athīmin,
أَثِيمٍۢ,sinful,athīmin,
أَثْخَنتُمُوهُمْ,you have subdued them,athkhantumūhum,
أَثْقَالَكُمْ,your loads,athqālakum,
أَثْقَالَهَا,its burdens,athqālahā,
أَثْقَالَهُمْ,their burdens,athqālahum,
أَثْقَالِهِمْ ۖ,their burdens,athqālihim,
أَثْقَلَت,she grows heavy,athqalat,
أَثْمَرَ,it bears fruit,athmara,
أَجَبْتُمُ,did you answer,ajabtumu,
أَجَزِعْنَآ,whether we show intolerance,ajaziʿ'nā,
أَجَعَلَ,Has he made,ajaʿala,
أَجَعَلْنَا,did We make,ajaʿalnā,
أَجَلًۭا,a term,ajalan,
أَجَلًۭا ۖ,a term ,ajalan,
أَجَلٌ ۚ,(is) a term,ajalun,
أَجَلٌۭ,(the) term,ajalun,
أَجَلٌۭ,(for) a term,ajalun,
أَجَلٌۭ ۖ,(is a fixed) term,ajalun,
أَجَلٍ,a (fixed) term,ajalin,
أَجَلٍۢ,a term,ajalin,
أَجَلٍۢ,(is) a time,ajalin,
أَجَلَ,(the) Term,ajala,
أَجَلَ,(the) term,ajala,
أَجَلَنَا,our term,ajalanā,
أَجَلَهَا,its term,ajalahā,
أَجَلَهُنَّ,their (waiting) term,ajalahunna,
أَجَلَهُنَّ,their (specified) term,ajalahunna,
أَجَلَهُنَّ,their term,ajalahunna,
أَجَلَهُۥ ۚ,its end,ajalahu,
أَجَلُهَا ۚ,its term,ajaluhā,
أَجَلُهُمْ,their term,ajaluhum,
أَجَلُهُمْ,their terms,ajaluhum,
أَجَلُهُمْ ۖ,their term,ajaluhum,
أَجَلُهُنَّ,their term,ajaluhunna,
أَجَلِهِۦ ۚ,its term,ajalihi,
أَجِئْتَنَا,Have you come to us,aji'tanā,
أَجِدَ,can I find,ajida,
أَجِدُ,(do) I find,ajidu,
أَجِدُ,I find,ajidu,
أَجِنَّةٌۭ,fetuses,ajinnatun,
أَجِيبُوا۟,Respond,ajībū,
أَجَّلْتَ,You appointed,ajjalta,
أَجْرًا,a reward,ajran,
أَجْرًا,(with) a reward,ajran,
أَجْرًا,(is) a good reward,ajran,
أَجْرًا,any payment,ajran,
أَجْرًا,(his) reward,ajran,
أَجْرًا ۖ,any reward,ajran,
أَجْرًۭا,(is) a reward,ajran,
أَجْرًۭا,a payment,ajran,
أَجْرًۭا,a reward,ajran,
أَجْرًۭا,any payment,ajran,
أَجْرًۭا ۚ,(in) reward,ajran,
أَجْرٌ,(is) a reward ,ajrun,
أَجْرٌ,(is a) reward,ajrun,
أَجْرٌ,(is) a reward,ajrun,
أَجْرٌۭ,(is) a reward,ajrun,
أَجْرٍ,payment,ajrin,
أَجْرٍ ۖ,reward,ajrin,
أَجْرٍ ۖ,payment,ajrin,
أَجْرٍ ۚ,reward,ajrin,
أَجْرٍۢ,any payment,ajrin,
أَجْرٍۢ,payment,ajrin,
أَجْرَ,(the) reward,ajra,
أَجْرَ,the reward,ajra,
أَجْرَمُوا۟,committed crimes,ajramū,
أَجْرَمُوا۟ ۖ,committed crimes,ajramū,
أَجْرَمْنَا,sins we committed,ajramnā,
أَجْرَهَا,her reward,ajrahā,
أَجْرَهُم,their reward,ajrahum,
أَجْرَهُم,their due,ajrahum,
أَجْرَهُمْ ۖ,their reward,ajrahum,
أَجْرَهُۥ,his reward,ajrahu,
أَجْرُ,reward,ajru,
أَجْرُ,(the) reward,ajru,
أَجْرُ,(is the) reward,ajru,
أَجْرُهُمْ,their reward,ajruhum,
أَجْرُهُمْ,(is) their reward,ajruhum,
أَجْرُهُۥ,(is) his reward,ajruhu,
أَجْرُهُۥ,his reward,ajruhu,
أَجْرِىَ,(is) my reward,ajriya,
أَجْرِىَ,(is) my payment,ajriya,
أَجْسَامُهُمْ ۖ,their bodies,ajsāmuhum,
أَجْعَلْ,I will make,ajʿal,
أَجْلِ,time,ajli,
أَجْمَعُونَ,together,ajmaʿūna,
أَجْمَعُونَ,all together,ajmaʿūna,
أَجْمَعُوٓا۟,they put together,ajmaʿū,
أَجْمَعِينَ,all together,ajmaʿīna,
أَجْمَعِينَ,all,ajmaʿīna,
أَجْمَعِينَ,together,ajmaʿīna,
أَجْنِحَةٍۢ,having wings,ajniḥatin,
أَحَادِيثَ,narrations,aḥādītha,
أَحَادِيثَ ۚ,narrations,aḥādītha,
أَحَاطَ,has encompassed,aḥāṭa,
أَحَاطَ,will surround,aḥāṭa,
أَحَاطَ,Allah encompassed,aḥāṭa,
أَحَاطَ,encompasses,aḥāṭa,
أَحَبَّ,(are) more beloved,aḥabba,
أَحَبُّ,(are) more beloved,aḥabbu,
أَحَبُّ,(is) dearer,aḥabbu,
أَحَدًا,anyone,aḥadan,
أَحَدًا,(to) anyone,aḥadan,
أَحَدًۢا,anyone,aḥadan,
أَحَدًۭا,(to) anyone,aḥadan,
أَحَدًۭا,anyone,aḥadan,
أَحَدًۭا,(from) anyone,aḥadan,
أَحَدًۭا,(with) anyone,aḥadan,
أَحَدٌ,anyone of you,aḥadun,
أَحَدٌ,anyone,aḥadun,
أَحَدٌ,the One,aḥadun,
أَحَدٌۢ,any [one],aḥadun,
أَحَدٌۭ,(to) one ,aḥadun,
أَحَدٌۭ,one,aḥadun,
أَحَدٌۭ,anyone,aḥadun,
أَحَدٍ,one,aḥadin,
أَحَدٍ,anyone,aḥadin,
أَحَدٍۢ,any,aḥadin,
أَحَدٍۢ,anyone,aḥadin,
أَحَدٍۢ,(any) one,aḥadin,
أَحَدٍۢ,one,aḥadin,
أَحَدٍۢ,(of) anyone,aḥadin,
أَحَدَ,eleven,aḥada,
أَحَدَكُم,one of you,aḥadakum,
أَحَدَكُمُ,any of you,aḥadakumu,
أَحَدَكُمُ,one of you,aḥadakumu,
أَحَدَكُمُ,(to) anyone of you,aḥadakumu,
أَحَدَكُمُ,(to) one of you,aḥadakumu,
أَحَدَنَا,one of us,aḥadanā,
أَحَدَهُمُ,one of them,aḥadahumu,
أَحَدَهُمُ,(to) one of them,aḥadahumu,
أَحَدُكُمَا,one of you,aḥadukumā,
أَحَدُكُمْ,any of you,aḥadukum,
أَحَدُكُمْ,one of you,aḥadukum,
أَحَدُهُم,(to) one of them,aḥaduhum,
أَحَدُهُمَآ,one of them,aḥaduhumā,
أَحَدُهُمْ,(each) one of them,aḥaduhum,
أَحَدِهِم,any one of them,aḥadihim,
أَحَدِهِمَا,one of them,aḥadihimā,
أَحَدِهِمْ,(of) one of them,aḥadihim,
أَحَسِبَ,Do think,aḥasiba,
أَحَسَّ,perceived,aḥassa,
أَحَسُّوا۟,they perceived,aḥassū,
أَحَطتُ,I have encompassed,aḥaṭtu,
أَحَطْنَا,We encompassed,aḥaṭnā,
أَحَقٌّ,Is it true,aḥaqqun,
أَحَقَّ,more deserving,aḥaqqa,
أَحَقُّ,(have) better right,aḥaqqu,
أَحَقُّ,(are) more entitled,aḥaqqu,
أَحَقُّ,(is) truer,aḥaqqu,
أَحَقُّ,has more right,aḥaqqu,
أَحَقُّ,(has) more right,aḥaqqu,
أَحَقُّ,(have) more right,aḥaqqu,
أَحَقُّ,(is) more worthy,aḥaqqu,
أَحَقُّ,more worthy,aḥaqqu,
أَحَلَّ,has (been) made lawful,aḥalla,
أَحَلَّ,has made lawful,aḥalla,
أَحَلَّنَا,has settled us,aḥallanā,
أَحْبَارَهُمْ,their rabbis,aḥbārahum,
أَحْبَبْتَ,you love,aḥbabta,
أَحْبَبْتُ,[I] preferred,aḥbabtu,
أَحْرَصَ,(the) most greedy,aḥraṣa,
أَحْسَنتُمْ,you do good,aḥsantum,
أَحْسَنَ,did good,aḥsana,
أَحْسَنَ,the best,aḥsana,
أَحْسَنَ,(who has) made good,aḥsana,
أَحْسَنَ,He was good,aḥsana,
أَحْسَنَ,does good,aḥsana,
أَحْسَنَ,(with the) best,aḥsana,
أَحْسَنَ,Allah has been good,aḥsana,
أَحْسَنَ,(the) best,aḥsana,
أَحْسَنَ,made good,aḥsana,
أَحْسَنَ,(the) Best,aḥsana,
أَحْسَنَ,Has been (granted) good,aḥsana,
أَحْسَنَهُۥٓ ۚ,the best thereof,aḥsanahu,
أَحْسَنُ,(is) better,aḥsanu,
أَحْسَنُ,better,aḥsanu,
أَحْسَنُ,(is) best,aḥsanu,
أَحْسَنُ,best,aḥsanu,
أَحْسَنُ,(were) better,aḥsanu,
أَحْسَنُ,(the) Best,aḥsanu,
أَحْسَنُ,(is) best ,aḥsanu,
أَحْسَنُ ۚ,(is) best,aḥsanu,
أَحْسَنُوا۟,did good,aḥsanū,
أَحْسَنُوا۟,do good,aḥsanū,
أَحْسَنِ,(the) best,aḥsani,
أَحْصَنَتْ,guarded,aḥṣanat,
أَحْصَىٰ,best calculated,aḥṣā,
أَحْصَىٰهَا ۚ,has enumerated it,aḥṣāhā,
أَحْصَىٰهُ,Allah has recorded it,aḥṣāhu,
أَحْصَىٰهُمْ,He has enumerated them,aḥṣāhum,
أَحْصَيْنَـٰهُ,We have enumerated it,aḥṣaynāhu,
أَحْضَرَتْ,it has brought,aḥḍarat,
أَحْقَابًۭا,(for) ages,aḥqāban,
أَحْكَمُ,(are) the Most Just,aḥkamu,
أَحْلَـٰمٍۢ ۖ,dreams,aḥlāmin,
أَحْلَـٰمٍۭ,dreams,aḥlāmin,
أَحْلَـٰمُهُم,their minds,aḥlāmuhum,
أَحْلَلْنَا,[We] have made lawful,aḥlalnā,
أَحْمَدُ ۖ,Ahmad,aḥmadu,
أَحْمِلُ,[I am] carrying,aḥmilu,
أَحْمِلُكُمْ,to mount you,aḥmilukum,
أَحْوَىٰ,dark,aḥwā,
أَحْيَا,he has saved,aḥyā,
أَحْيَاكُمْ,gave you life,aḥyākum,
أَحْيَاهَا,saves it,aḥyāhā,
أَحْيَاهَا,gives it life,aḥyāhā,
أَحْيَآءًۭ,(For the) living,aḥyāan,
أَحْيَآءٌ,They are alive,aḥyāon,
أَحْيَآءٌۭ,(they are) alive,aḥyāon,
أَحْيَآءٍۢ ۖ,not alive,aḥyāin,
أَحْيَـٰهُمْ ۚ,He restored them to life,aḥyāhum,
أَحْيَيْنَـٰهَا,We give it life,aḥyaynāhā,
أَخٌ,(is) a brother,akhun,
أَخٌۭ,a brother,akhun,
أَخَا,(the) brother,akhā,
أَخَافُ,fear,akhāfu,
أَخَافُ,[I] fear,akhāfu,
أَخَافُ,(do) I fear,akhāfu,
أَخَافُ,could I fear,akhāfu,
أَخَافُ,I fear,akhāfu,
أَخَانَا,our brother,akhānā,
أَخَاهُ,his brother,akhāhu,
أَخَاهُ ۖ,his brother,akhāhu,
أَخَاهُمْ,(We sent) their brother,akhāhum,
أَخَاهُمْ,his brother,akhāhum,
أَخَاهُمْ,their brother,akhāhum,
أَخَذَ,took,akhadha,
أَخَذَ,took away,akhadha,
أَخَذَ,he took (up),akhadha,
أَخَذَ,(was) taken,akhadha,
أَخَذَ,He seizes,akhadha,
أَخَذَ,has taken,akhadha,
أَخَذَ,He has taken,akhadha,
أَخَذَتِ,takes,akhadhati,
أَخَذَتْهُ,takes him,akhadhathu,
أَخَذَتْهُ,seized him,akhadhathu,
أَخَذَتْهُمُ,seized them,akhadhathumu,
أَخَذْتُ,I seized,akhadhtu,
أَخَذْتُمْ,you took ,akhadhtum,
أَخَذْتُهَا,I seized it,akhadhtuhā,
أَخَذْتُهُمْ ۖ,I seized them,akhadhtuhum,
أَخَذْنَا,We took,akhadhnā,
أَخَذْنَا,We seize,akhadhnā,
أَخَذْنَا,We seized,akhadhnā,
أَخَذْنَآ,We seized,akhadhnā,
أَخَذْنَآ,we took,akhadhnā,
أَخَذْنَـٰهُم,We seized them,akhadhnāhum,
أَخَرَقْتَهَا,Have you made a hole in it,akharaqtahā,
أَخَوَيْكُمْ ۚ,your brothers,akhawaykum,
أَخَوَٰتِكُمْ,(of) your sisters,akhawātikum,
أَخَوَٰتِهِنَّ,(of) their sisters,akhawātihinna,
أَخُنْهُ,[I] betray him,akhun'hu,
أَخُوكَ,your brother,akhūka,
أَخُوهُمْ,their brother,akhūhum,
أَخِى,my brother,akhī,
أَخِى,(is) my brother,akhī,
أَخِى ۖ,(of) my brother,akhī,
أَخِى ۖ,(is) my brother,akhī,
أَخِيهِ,his brother,akhīhi,
أَخِيهِ,(of) his brother,akhīhi,
أَخِيهِ ۚ,(of) his brother,akhīhi,
أَخَّرْتَنَآ,You postpone (it for) us,akhartanā,
أَخَّرْتَنِ,You give me respite,akhartani,
أَخَّرْتَنِىٓ,You delay me,akhartanī,
أَخَّرْنَا,We delay,akharnā,
أَخِّرْنَآ,Respite us,akhir'nā,
أَخْبَارَكُمْ,your affairs,akhbārakum,
أَخْبَارَهَا,its news,akhbārahā,
أَخْبَارِكُمْ ۚ,your news,akhbārikum,
أَخْدَانٍۢ ۗ,secret lovers,akhdānin,
أَخْدَانٍۢ ۚ,secret lovers,akhdānin,
أَخْذًۭا,(with) a seizure,akhdhan,
أَخْذَ,(with) a seizure,akhdha,
أَخْذَةًۭ,(with) a seizure,akhdhatan,
أَخْذَهُۥٓ,His seizure,akhdhahu,
أَخْذُ,(is) the seizure (of) your Lord,akhdhu,
أَخْرَجَ,he drove out,akhraja,
أَخْرَجَ,He has brought forth,akhraja,
أَخْرَجَ,he puts out,akhraja,
أَخْرَجَ,(which) sends forth,akhraja,
أَخْرَجَ,expelled,akhraja,
أَخْرَجَ,He brought forth,akhraja,
أَخْرَجَ,brings forth,akhraja,
أَخْرَجَتْكَ,has driven you out,akhrajatka,
أَخْرَجَكَ,brought you out,akhrajaka,
أَخْرَجَكُم,brought you forth,akhrajakum,
أَخْرَجَنِى,He took me out,akhrajanī,
أَخْرَجَهُ,drove him out,akhrajahu,
أَخْرَجُوكُمْ ۚ,they drove you out,akhrajūkum,
أَخْرَجْنَا,We brought forth,akhrajnā,
أَخْرَجْنَا,We will bring forth,akhrajnā,
أَخْرِجُوهُم,Drive them out,akhrijūhum,
أَخْرِجُوٓا۟,Discharge,akhrijū,
أَخْرِجُوٓا۟,Drive out,akhrijū,
أَخْرِجْ,Bring out,akhrij,
أَخْرِجْنَا,take us out,akhrij'nā,
أَخْرِجْنَا,Bring us out,akhrij'nā,
أَخْزَىٰ ۖ,(is) more disgracing,akhzā,
أَخْزَيْتَهُۥ ۖ,You (have) disgraced him,akhzaytahu,
أَخْطَأْتُم,you made a mistake,akhṭatum,
أَخْطَأْنَا ۚ,we err,akhṭanā,
أَخْفَيْتُمْ,you conceal,akhfaytum,
أَخْلَدَ,adhered,akhlada,
أَخْلَدَهُۥ,will make him immortal,akhladahu,
أَخْلَصْنَـٰهُم,[We] chose them,akhlaṣnāhum,
أَخْلَفُوا۟,they broke,akhlafū,
أَخْلَفْنَا,we broke,akhlafnā,
أَخْلُقُ,[I] design,akhluqu,
أَخْوَٰلِكُمْ,(of) your maternal uncles,akhwālikum,
أَدَعَوْتُمُوهُمْ,whether you call them,adaʿawtumūhum,
أَدُلُّكَ,I direct you,adulluka,
أَدُلُّكُمْ,I show you,adullukum,
أَدُلُّكُمْ,direct you,adullukum,
أَدُلُّكُمْ,I guide you,adullukum,
أَدُّوٓا۟,Deliver,addū,
أَدْبَارِكُمْ,your backs,adbārikum,
أَدْبَارِهَآ,their backs,adbārihā,
أَدْبَرَ,turned his back,adbara,
أَدْبَرَ,he turned back,adbara,
أَدْبَرَ,it departs,adbara,
أَدْبَرَ,he turned his back,adbara,
أَدْبَـٰرَهُمْ,their backs,adbārahum,
أَدْبَـٰرِهِم,their backs,adbārihim,
أَدْبَـٰرِهِمْ,their backs,adbārihim,
أَدْخِلُوٓا۟,Cause to enter,adkhilū,
أَدْخِلْنِى,Cause me to enter,adkhil'nī,
أَدْرَكَهُ,overtook him,adrakahu,
أَدْرَىٰكَ,will make you know,adrāka,
أَدْرَىٰكَ,can make you know,adrāka,
أَدْرَىٰكُم,He (would) have made it known to you,adrākum,
أَدْرِ,I had known,adri,
أَدْرِى,I know,adrī,
أَدْرِىٓ,I know,adrī,
أَدْعُوا۟,I call,adʿū,
أَدْعُوا۟,I call upon,adʿū,
أَدْعُوكُمْ,(that) I call you,adʿūkum,
أَدْعُوكُمْ,call you,adʿūkum,
أَدْعُوٓا۟,I invite,adʿū,
أَدْعِيَآءَكُمْ,your adopted sons,adʿiyāakum,
أَدْعِيَآئِهِمْ,(of) their adopted sons,adʿiyāihim,
أَدْنَى,(the) nearest,adnā,
أَدْنَىٰ,(is) inferior,adnā,
أَدْنَىٰ,nearer,adnā,
أَدْنَىٰ,less,adnā,
أَدْنَىٰ,(a little) less,adnā,
أَدْنَىٰٓ,(is) more appropriate,adnā,
أَدْنَىٰٓ,(is) closer,adnā,
أَدْنَىٰٓ,(is) more suitable,adnā,
أَدْهَىٰ,(will be) more grievous,adhā,
أَذًۭى,an ailment,adhan,
أَذًۭى,(is) a hurt,adhan,
أَذًۭى,hurtful things,adhan,
أَذًۭى,any trouble,adhan,
أَذًۭى ۖ,a hurt,adhan,
أَذًۭى ۗ,(by) hurt,adhan,
أَذًۭى ۙ,hurt ,adhan,
أَذَاعُوا۟,they spread,adhāʿū,
أَذَاقَهُم,He causes them to taste,adhāqahum,
أَذَقْنَا,We let [the] mankind taste,adhaqnā,
أَذَقْنَا,We give man a taste,adhaqnā,
أَذَقْنَا,We cause people to taste,adhaqnā,
أَذَقْنَا,We cause to taste,adhaqnā,
أَذَقْنَـٰهُ,We give him a taste,adhaqnāhu,
أَذَقْنَـٰهُ,We let him taste,adhaqnāhu,
أَذَىٰهُمْ,their harm,adhāhum,
أَذَٰلِكَ,Is that,adhālika,
أَذِلَّةًۭ,(in) humiliation,adhillatan,
أَذِلَّةًۭ ۖ,(the) lowest,adhillatan,
أَذِلَّةٌۭ ۖ,weak,adhillatun,
أَذِلَّةٍ,humble,adhillatin,
أَذِنتَ,you grant leave,adhinta,
أَذِنَ,permitted,adhina,
أَذِنَ,has given permission,adhina,
أَذِنَ,(which) Allah ordered,adhina,
أَذِنَ,He permits,adhina,
أَذِنَ,permits,adhina,
أَذَّنَ,called out,adhana,
أَذْبَحُكَ,sacrificing you,adhbaḥuka,
أَذْكُرَهُۥ ۚ,I mention it,adhkurahu,
أَذْكُرْكُمْ,I will remember you,adhkur'kum,
أَذْهَبَ,(has) removed,adhhaba,
أَذْهَبْتُمْ,You exhausted,adhhabtum,
أَرَءَيْتَ,Did you see,ara-ayta,
أَرَءَيْتَ,Have you seen,ara-ayta,
أَرَءَيْتَكَ,Do You see,ara-aytaka,
أَرَءَيْتَكُمْ,Have you seen,ara-aytakum,
أَرَءَيْتُم,Have you seen,ara-aytum,
أَرَءَيْتُم,Do you see,ara-aytum,
أَرَءَيْتُمْ,Have you seen,ara-aytum,
أَرَءَيْتُمْ,Do you see,ara-aytum,
أَرَءَيْتُمْ,You see ,ara-aytum,
أَرَادَ,(did) intend,arāda,
أَرَادَ,wishes,arāda,
أَرَادَ,He intends,arāda,
أَرَادَ,intended,arāda,
أَرَادَ,wills,arāda,
أَرَادَ,desires,arāda,
أَرَادَ,he wanted,arāda,
أَرَادَ,Allah (had) intended,arāda,
أَرَادَ,intends,arāda,
أَرَادَ,(does) intend,arāda,
أَرَادَا,they both desire,arādā,
أَرَادَنِى,if He intended for me,arādanī,
أَرَادَنِىَ,Allah intended for me,arādaniya,
أَرَادُوا۟,they had wished,arādū,
أَرَادُوٓا۟,they wish,arādū,
أَرَادُوٓا۟,they want,arādū,
أَرَاذِلُنَا,(are) the lowest of us,arādhilunā,
أَرَاغِبٌ,Do you hate,arāghibun,
أَرَدتُّ,I wish,aradttu,
أَرَدتُّمُ,you intend,aradttumu,
أَرَدتُّمْ,you want,aradttum,
أَرَدتُّمْ,did you desire,aradttum,
أَرَدْنَ,they desire,aradna,
أَرَدْنَآ,we intended,aradnā,
أَرَدْنَآ,we wish,aradnā,
أَرَدْنَآ,We intend,aradnā,
أَرَدْنَآ,We intended,aradnā,
أَرَدْنَـٰهُ,We intend it,aradnāhu,
أَرَضِيتُم,Are you pleased,araḍītum,
أَرَهْطِىٓ,Is my family,arahṭī,
أَرَى,I see,arā,
